pkg,file,line,role,vendored,kind,occurrences,name,name_hex,codepoints,valid_utf8,uax31,uax31_profile,invisible,nfc,scripts,mixed_script,multi_script,confusable_ascii,casefold_divergence,case_insensitive_role,uax31_offenders
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Services/Transformers/ToyBoxTest.php,171,function_decl,False,T_STRING,1,testOffsetSet配列アクセス名指定新規追加時,746573744f6666736574536574e9858de58897e382a2e382afe382bbe382b9e5908de68c87e5ae9ae696b0e8a68fe8bfbde58aa0e69982,27,True,True,True,,True,"Cjk,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Services/Transformers/ToyBoxTest.php,192,function_decl,False,T_STRING,1,testOffsetSet配列アクセス名指定更新時,746573744f6666736574536574e9858de58897e382a2e382afe382bbe382b9e5908de68c87e5ae9ae69bb4e696b0e69982,25,True,True,True,,True,"Cjk,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Services/Transformers/ToyBoxTest.php,214,function_decl,False,T_STRING,1,testOffsetSet配列アクセス削除,746573744f6666736574536574e9858de58897e382a2e382afe382bbe382b9e5898ae999a4,21,True,True,True,,True,"Cjk,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Services/Transformers/Transformers/TabToSpacesTest.php,18,function_decl,False,T_STRING,1,testTransformeデフォルト４スペース,746573745472616e73666f726d65e38387e38395e382a9e383abe38388efbc94e382b9e3839ae383bce382b9,24,True,True,True,,True,"Common,Katakana,Latin,Other",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Services/Transformers/Transformers/TabToSpacesTest.php,41,function_decl,False,T_STRING,1,testTransformeタブ数指定,746573745472616e73666f726d65e382bfe38396e695b0e68c87e5ae9a,19,True,True,True,,True,"Cjk,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Repositories/FileRepositoryTraitTest.php,23,function_decl,False,T_STRING,1,testIsCached未キャッシュ時,746573744973436163686564e69caae382ade383a3e38383e382b7e383a5e69982,19,True,True,True,,True,"Cjk,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Repositories/FileRepositoryTraitTest.php,31,function_decl,False,T_STRING,1,testIsCachedキャッシュ済み時,746573744973436163686564e382ade383a3e38383e382b7e383a5e6b888e381bfe69982,20,True,True,True,,True,"Cjk,Hiragana,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Repositories/FileRepositoryTraitTest.php,40,function_decl,False,T_STRING,1,testFeachAll未キャッシュ時readAllLine呼び出し,746573744665616368416c6ce69caae382ade383a3e38383e382b7e383a5e6998272656164416c6c4c696e65e591bce381b3e587bae38197,34,True,True,True,,True,"Cjk,Hiragana,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Repositories/FileRepositoryTraitTest.php,57,function_decl,False,T_STRING,1,testFeachAllキャシュ済み時,746573744665616368416c6ce382ade383a3e382b7e383a5e6b888e381bfe69982,19,True,True,True,,True,"Cjk,Hiragana,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Repositories/TranslationJsonRepoTest.php,40,function_decl,False,T_STRING,1,testGetAllデータ取得,74657374476574416c6ce38387e383bce382bfe58f96e5be97,15,True,True,True,,True,"Cjk,Katakana,Latin,Other",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Repositories/TranslationJsonRepoTest.php,52,function_decl,False,T_STRING,1,testGet特定ファイルの翻訳情報取得,74657374476574e789b9e5ae9ae38395e382a1e382a4e383abe381aee7bfbbe8a8b3e68385e5a0b1e58f96e5be97,20,True,True,True,,True,"Cjk,Hiragana,Katakana,Latin",False,True,,False,True,
laravel-ja__comja5,laravel-ja__comja5/tests/Comja/Repositories/TranslationJsonRepoTest.php,70,function_decl,False,T_STRING,1,testGet特定英文から和文取得,74657374476574e789b9e5ae9ae88bb1e69687e3818be38289e5928ce69687e58f96e5be97,17,True,True,True,,True,"Cjk,Hiragana,Latin",False,True,,False,True,
sulianapp-com__sulianapp,sulianapp-com__sulianapp/app/common/services/alipay/AopClient.php,693,other,False,T_VARIABLE,3,chrtext ,63687274657874c2a0,8,True,False,False,U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,False,U+00A0 NO-BREAK SPACE
sulianapp-com__sulianapp,sulianapp-com__sulianapp/app/common/services/alipay/AopClient.php,694,other,False,T_VARIABLE,1,encodes ,656e636f646573c2a0,8,True,False,False,U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,False,U+00A0 NO-BREAK SPACE
fecshop__yii2_fecshop,fecshop__yii2_fecshop/lib/alipay/aop/AopClient.php,766,other,True,T_VARIABLE,3,chrtext ,63687274657874c2a0,8,True,False,False,U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,False,U+00A0 NO-BREAK SPACE
fecshop__yii2_fecshop,fecshop__yii2_fecshop/lib/alipay/aop/AopClient.php,767,other,True,T_VARIABLE,1,encodes ,656e636f646573c2a0,8,True,False,False,U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,False,U+00A0 NO-BREAK SPACE
FeMiner__wms,FeMiner__wms/src/receipt_inout/receipt_out_bg.php,24,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/receipt_inout/receipt_in_bg.php,24,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/wmsout/wmsout.php,51,other,False,T_STRING,1,<invalid utf-8>,b3f6bfe2,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/receipt_check/receipt_check_bg.php,22,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/test/receipt_out_bg.php,26,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/test/receipt_exchange_bg.php,26,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/test/receipt_exchange_bg.php,28,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f75736532b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/test/receipt_in_bg.php,26,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/test/receipt_check_bg.php,26,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/receipt_exchange/receipt_exchange_bg.php,24,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f757365b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/receipt_exchange/receipt_exchange_bg.php,26,other,False,T_VARIABLE,1,<invalid utf-8>,77617265686f75736532b2bbb4e6d4daa3a1,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/basic/inoutsetting.php,60,other,False,T_STRING,1,<invalid utf-8>,b3f6bfe2,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/basic/inoutsetting.php,83,other,False,T_STRING,1,<invalid utf-8>,c8ebbfe2,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/basic/editinout.php,43,other,False,T_STRING,1,<invalid utf-8>,c8ebbfe2,0,False,False,False,,False,,False,False,,False,False,
FeMiner__wms,FeMiner__wms/src/basic/editinout.php,44,other,False,T_STRING,1,<invalid utf-8>,b3f6bfe2,0,False,False,False,,False,,False,False,,False,False,
Fanli2012__lqycms,Fanli2012__lqycms/app/Http/Controllers/Api/PaymentNotifyController.php,25,other,False,T_STRING,1,查询订单,e69fa5e8afa2e8aea2e58d95,4,True,True,True,,True,Cjk,False,False,,False,False,
Fanli2012__lqycms,Fanli2012__lqycms/resources/org/alipay_app/AopClient.php,761,other,False,T_VARIABLE,3,chrtext ,63687274657874c2a0,8,True,False,False,U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,False,U+00A0 NO-BREAK SPACE
Fanli2012__lqycms,Fanli2012__lqycms/resources/org/alipay_app/AopClient.php,762,other,False,T_VARIABLE,1,encodes ,656e636f646573c2a0,8,True,False,False,U+00A0 NO-BREAK SPACE,True,"Common,Latin",False,False,,False,False,U+00A0 NO-BREAK SPACE
